line_1,suburb,postal_code,state,country,location
36 TOLSON ROAD,GLENVIEW,4553,QLD,AUSTRALIA,"{'longitude': 152.99029667, 'latitude': -26.75662194}"
262 UNIVERSAL STREET,OXENFORD,4210,QLD,AUSTRALIA,"{'longitude': 153.30385307, 'latitude': -27.92154513}"
924 QUINZEH CREEK ROAD,CEDAR CREEK,4207,QLD,AUSTRALIA,"{'longitude': 153.15876588, 'latitude': -27.81036419}"
7811 PAVILIONS CLOSE,HOPE ISLAND,4212,QLD,AUSTRALIA,"{'longitude': 153.35284225, 'latitude': -27.87254899}"
"UNIT 1, 5 HARRIGANS LANE",JACOBS WELL,4208,QLD,AUSTRALIA,"{'longitude': 153.37599779, 'latitude': -27.78852869}"
"UNIT 907, 9 MARKET LANE",MAROOCHYDORE,4558,QLD,AUSTRALIA,"{'longitude': 153.09126663, 'latitude': -26.65714223}"
3 SETTLERS AVENUE,MAUDSLAND,4210,QLD,AUSTRALIA,"{'longitude': 153.27599975, 'latitude': -27.91303376}"
"UNIT 2, 31 TANTULA ROAD EAST",ALEXANDRA HEADLAND,4572,QLD,AUSTRALIA,"{'longitude': 153.10087956, 'latitude': -26.67330645}"
52 MAHOGANY DRIVE,PELICAN WATERS,4551,QLD,AUSTRALIA,"{'longitude': 153.09151146, 'latitude': -26.83963845}"
120 EDINBURGH ROAD,BENOWA,4217,QLD,AUSTRALIA,"{'longitude': 153.39624957, 'latitude': -28.02499174}"
"UNIT 2, 3 MOROTAI AVENUE",PALM BEACH,4221,QLD,AUSTRALIA,"{'longitude': 153.46975028, 'latitude': -28.12484885}"
3 KINGS BAY STREET,YAROOMBA,4573,QLD,AUSTRALIA,"{'longitude': 153.09719925, 'latitude': -26.56134318}"
8 EMERALD STREET,PALMVIEW,4553,QLD,AUSTRALIA,"{'longitude': 153.0677303, 'latitude': -26.74348107}"
1 ELSA COURT,MUDGEERABA,4213,QLD,AUSTRALIA,"{'longitude': 153.37602666, 'latitude': -28.0885542}"
10 WANDERER AVENUE,MERMAID WATERS,4218,QLD,AUSTRALIA,"{'longitude': 153.41821287, 'latitude': -28.04917835}"
"UNIT 1, 13 EXPANSION STREET",MOLENDINAR,4214,QLD,AUSTRALIA,"{'longitude': 153.35805402, 'latitude': -27.97529355}"
98 MILDURA DRIVE,HELENSVALE,4212,QLD,AUSTRALIA,"{'longitude': 153.33894435, 'latitude': -27.91075511}"
"UNIT 4, 38 HERON AVENUE",MERMAID BEACH,4218,QLD,AUSTRALIA,"{'longitude': 153.43785964, 'latitude': -28.05379788}"
64 DUGANDAN STREET,NERANG,4211,QLD,AUSTRALIA,"{'longitude': 153.30885613, 'latitude': -28.00002583}"
97 KARAWATHA DRIVE,MOUNTAIN CREEK,4557,QLD,AUSTRALIA,"{'longitude': 153.09645822, 'latitude': -26.69129055}"
37 YARRAYNE ROAD,NERANG,4211,QLD,AUSTRALIA,"{'longitude': 153.32762559, 'latitude': -27.98399236}"
25 SCOTER AVENUE,PARADISE POINT,4216,QLD,AUSTRALIA,"{'longitude': 153.39707355, 'latitude': -27.87576346}"
"UNIT 3, 14 BOURTON ROAD",MERRIMAC,4226,QLD,AUSTRALIA,"{'longitude': 153.35964495, 'latitude': -28.05068994}"
"UNIT 2, 57 STAPYLTON STREET",COOLANGATTA,4225,QLD,AUSTRALIA,"{'longitude': 153.53646225, 'latitude': -28.17312222}"
13 COLLINS CRESCENT,BENOWA,4217,QLD,AUSTRALIA,"{'longitude': 153.39286459, 'latitude': -28.00103615}"
3 GRIFFITH STREET,COOLANGATTA,4225,QLD,AUSTRALIA,"{'longitude': 153.53582631, 'latitude': -28.16783243}"
25 FLAMINGO STREET,LITTLE MOUNTAIN,4551,QLD,AUSTRALIA,"{'longitude': 153.08772522, 'latitude': -26.79108087}"
5 MCGUIRE COURT,MAUDSLAND,4210,QLD,AUSTRALIA,"{'longitude': 153.294006, 'latitude': -27.9434475}"
"UNIT 2, 3 BRIGALOW STREET",CALOUNDRA WEST,4551,QLD,AUSTRALIA,"{'longitude': 153.10882043, 'latitude': -26.78691344}"
20 RIVER ROAD,ALBERTON,4207,QLD,AUSTRALIA,"{'longitude': 153.24145435, 'latitude': -27.70042988}"
25 BLISS DRIVE,PALMVIEW,4553,QLD,AUSTRALIA,"{'longitude': 153.05912907, 'latitude': -26.73235919}"
45 VALLEY CRESCENT,PALMVIEW,4553,QLD,AUSTRALIA,"{'longitude': 153.06942795, 'latitude': -26.74428632}"
44 BLAIR ATHOL CRESCENT,BUNDALL,4217,QLD,AUSTRALIA,"{'longitude': 153.39673941, 'latitude': -28.01655378}"
28 FLOYD COURT,PARKWOOD,4214,QLD,AUSTRALIA,"{'longitude': 153.36240072, 'latitude': -27.96226781}"
"UNIT 2, 89 GREENACRE DRIVE",PARKWOOD,4214,QLD,AUSTRALIA,"{'longitude': 153.34989263, 'latitude': -27.95451861}"
202 BAILEYS MOUNTAIN ROAD,UPPER COOMERA,4209,QLD,AUSTRALIA,"{'longitude': 153.28597806, 'latitude': -27.8663345}"
9 SINATRA STREET,SIPPY DOWNS,4556,QLD,AUSTRALIA,"{'longitude': 153.07257252, 'latitude': -26.73064517}"
68 CASUARINA DRIVE,ELANORA,4221,QLD,AUSTRALIA,"{'longitude': 153.43830664, 'latitude': -28.14053188}"
2 BEAN STREET,MALENY,4552,QLD,AUSTRALIA,"{'longitude': 152.84516834, 'latitude': -26.75590129}"
33 SALTWATER WAY,MOUNT COOLUM,4573,QLD,AUSTRALIA,"{'longitude': 153.09364896, 'latitude': -26.56614505}"
2147 STEVE IRWIN WAY,LANDSBOROUGH,4550,QLD,AUSTRALIA,"{'longitude': 152.9804834, 'latitude': -26.80292563}"
167 MCCORDS ROAD,YANDINA CREEK,4561,QLD,AUSTRALIA,"{'longitude': 153.01432635, 'latitude': -26.49918173}"
25 PIRINGA STREET,WURTULLA,4575,QLD,AUSTRALIA,"{'longitude': 153.12223804, 'latitude': -26.75811933}"
"UNIT 64, 66 THE AVENUE",PEREGIAN SPRINGS,4573,QLD,AUSTRALIA,"{'longitude': 153.06123982, 'latitude': -26.49135704}"
11 BENSON STREET,ORMEAU,4208,QLD,AUSTRALIA,"{'longitude': 153.26441572, 'latitude': -27.77348092}"
"UNIT 20, 54 GEMVALE ROAD",REEDY CREEK,4227,QLD,AUSTRALIA,"{'longitude': 153.39630935, 'latitude': -28.09972508}"
55 RUBY CRESCENT,MERIDAN PLAINS,4551,QLD,AUSTRALIA,"{'longitude': 153.09259877, 'latitude': -26.77030211}"
"UNIT 33, 42 STADIUM DRIVE",ROBINA,4226,QLD,AUSTRALIA,"{'longitude': 153.37895659, 'latitude': -28.06516626}"
9 GRIMSDYKE COURT,MOLENDINAR,4214,QLD,AUSTRALIA,"{'longitude': 153.36258656, 'latitude': -27.97246909}"
43 LANCELIN DRIVE,MERMAID WATERS,4218,QLD,AUSTRALIA,"{'longitude': 153.41984926, 'latitude': -28.06754393}"
"UNIT 1, 9 GLENRAY AVENUE",CALOUNDRA,4551,QLD,AUSTRALIA,"{'longitude': 153.1322075, 'latitude': -26.79735271}"
12 LAHEY COURT,ORMEAU,4208,QLD,AUSTRALIA,"{'longitude': 153.26283503, 'latitude': -27.78594531}"
35 YARRAMBAT RISE,UPPER COOMERA,4209,QLD,AUSTRALIA,"{'longitude': 153.27886604, 'latitude': -27.88142785}"
48 VALDA AVENUE,COOMERA,4209,QLD,AUSTRALIA,"{'longitude': 153.33296153, 'latitude': -27.84156157}"
27 MEMORIAL DRIVE,EUMUNDI,4562,QLD,AUSTRALIA,"{'longitude': 152.95189654, 'latitude': -26.4834025}"
17 BARNES DRIVE,BUDERIM,4556,QLD,AUSTRALIA,"{'longitude': 153.05526312, 'latitude': -26.687853}"
15 KAFFIA COURT,ELANORA,4221,QLD,AUSTRALIA,"{'longitude': 153.45366646, 'latitude': -28.12575065}"
51 MERLOO DRIVE,NERANG,4211,QLD,AUSTRALIA,"{'longitude': 153.30668478, 'latitude': -28.00179194}"
1 SHORT STREET,TUGUN,4224,QLD,AUSTRALIA,"{'longitude': 153.50255572, 'latitude': -28.15109807}"
"UNIT 4, 13 ROSEWOOD AVENUE",BROADBEACH,4218,QLD,AUSTRALIA,"{'longitude': 153.42941101, 'latitude': -28.02169271}"
"UNIT 4, 80 PACIFIC PARADE",BILINGA,4225,QLD,AUSTRALIA,"{'longitude': 153.51826953, 'latitude': -28.16406322}"
20 COOGEEN STREET,BUNDALL,4217,QLD,AUSTRALIA,"{'longitude': 153.41005129, 'latitude': -28.0120858}"
35 TIPUANA DRIVE,ELANORA,4221,QLD,AUSTRALIA,"{'longitude': 153.43602374, 'latitude': -28.14365191}"
"UNIT 54A, 64 GILSTON ROAD",NERANG,4211,QLD,AUSTRALIA,"{'longitude': 153.33132782, 'latitude': -28.00044224}"
10 COOINDA CRESCENT,MAROOCHYDORE,4558,QLD,AUSTRALIA,"{'longitude': 153.0777014, 'latitude': -26.65321259}"
9 MOLONGLO CLOSE,REEDY CREEK,4227,QLD,AUSTRALIA,"{'longitude': 153.39233297, 'latitude': -28.11236393}"
1251 NAMBOUR CONNECTION ROAD,KULANGOOR,4560,QLD,AUSTRALIA,"{'longitude': 152.96727, 'latitude': -26.58828603}"
3 GERSHWIN COURT,NERANG,4211,QLD,AUSTRALIA,"{'longitude': 153.30027425, 'latitude': -28.00379833}"
"UNIT 1, 5 BARBET PLACE",BURLEIGH WATERS,4220,QLD,AUSTRALIA,"{'longitude': 153.43688805, 'latitude': -28.07820155}"
9 SUMMERFIELD COURT,BLI BLI,4560,QLD,AUSTRALIA,"{'longitude': 153.03449235, 'latitude': -26.61133342}"
3 DAHLIA CRESCENT,ORMEAU,4208,QLD,AUSTRALIA,"{'longitude': 153.26147984, 'latitude': -27.78061029}"
8 PARKSIDE CIRCUIT,ROBINA,4226,QLD,AUSTRALIA,"{'longitude': 153.39490684, 'latitude': -28.06398413}"
5 LAKEDRIVE CRESCENT,MARCOOLA,4564,QLD,AUSTRALIA,"{'longitude': 153.09284501, 'latitude': -26.57497911}"
25 PANACHE STREET,MOLENDINAR,4214,QLD,AUSTRALIA,"{'longitude': 153.3712877, 'latitude': -27.97603814}"
185 NINETEENTH AVENUE,ELANORA,4221,QLD,AUSTRALIA,"{'longitude': 153.44884168, 'latitude': -28.12228829}"
28 OFFSHORE STREET,BOKARINA,4575,QLD,AUSTRALIA,"{'longitude': 153.13282538, 'latitude': -26.74632404}"
8 GIACCO STREET,PIMPAMA,4209,QLD,AUSTRALIA,"{'longitude': 153.32952667, 'latitude': -27.83367716}"
15 YOWANI STREET,ROBINA,4226,QLD,AUSTRALIA,"{'longitude': 153.39517031, 'latitude': -28.07038351}"
"UNIT 1, 169 HEDGES AVENUE",MERMAID BEACH,4218,QLD,AUSTRALIA,"{'longitude': 153.43752857, 'latitude': -28.04201949}"
34 VALLEYVIEW DRIVE,MOUNT NATHAN,4211,QLD,AUSTRALIA,"{'longitude': 153.26550944, 'latitude': -27.96919655}"
"UNIT 6, 4 NYRANG AVENUE",PALM BEACH,4221,QLD,AUSTRALIA,"{'longitude': 153.46094042, 'latitude': -28.10164066}"
11 NANGAR STREET,PIMPAMA,4209,QLD,AUSTRALIA,"{'longitude': 153.29709168, 'latitude': -27.81161939}"
10007 THE BOULEVARD,BENOWA,4217,QLD,AUSTRALIA,"{'longitude': 153.3690352, 'latitude': -27.99524724}"
579 ILKLEY ROAD,ILKLEY,4554,QLD,AUSTRALIA,"{'longitude': 153.00227377, 'latitude': -26.71638826}"
8 MERLIN PLACE,ORMEAU,4208,QLD,AUSTRALIA,"{'longitude': 153.26064688, 'latitude': -27.78680386}"
"UNIT 1, 12 JESSICA COURT",ARUNDEL,4214,QLD,AUSTRALIA,"{'longitude': 153.38416841, 'latitude': -27.94944689}"
"UNIT 47, 1 ANCORA CRESCENT",HOPE ISLAND,4212,QLD,AUSTRALIA,"{'longitude': 153.37072862, 'latitude': -27.87435529}"
35 BROADWATER STREET,RUNAWAY BAY,4216,QLD,AUSTRALIA,"{'longitude': 153.40095015, 'latitude': -27.92310794}"
"UNIT 3, 16 MARY AVENUE",BROADBEACH,4218,QLD,AUSTRALIA,"{'longitude': 153.43306058, 'latitude': -28.03486432}"
"UNIT 3, 159 MUIR STREET",LABRADOR,4215,QLD,AUSTRALIA,"{'longitude': 153.40664159, 'latitude': -27.94466507}"
7 LINDESAY STREET,CALOUNDRA WEST,4551,QLD,AUSTRALIA,"{'longitude': 153.09490819, 'latitude': -26.79658618}"
"UNIT 44, 4 ITONG PLACE",CURRUMBIN WATERS,4223,QLD,AUSTRALIA,"{'longitude': 153.47198474, 'latitude': -28.15623345}"
8 HEETERRA COURT,ELANORA,4221,QLD,AUSTRALIA,"{'longitude': 153.44369984, 'latitude': -28.13915402}"
2984 OLD GYMPIE ROAD,BEERWAH,4519,QLD,AUSTRALIA,"{'longitude': 152.93963451, 'latitude': -26.83892416}"
20 HEADSAIL COURT,CURRUMBIN WATERS,4223,QLD,AUSTRALIA,"{'longitude': 153.46687056, 'latitude': -28.15464121}"
25 DIAMANTINA CIRCUIT,PACIFIC PINES,4211,QLD,AUSTRALIA,"{'longitude': 153.30124005, 'latitude': -27.94502055}"
35 ROSEAPPLE CIRCUIT,OXENFORD,4210,QLD,AUSTRALIA,"{'longitude': 153.29503711, 'latitude': -27.89212126}"
33 MUNDOO STREET,COES CREEK,4560,QLD,AUSTRALIA,"{'longitude': 152.94747466, 'latitude': -26.65243559}"
70 COOLUM TERRACE,COOLUM BEACH,4573,QLD,AUSTRALIA,"{'longitude': 153.09278569, 'latitude': -26.53579575}"
37 KUNDART STREET,COES CREEK,4560,QLD,AUSTRALIA,"{'longitude': 152.94510532, 'latitude': -26.64576823}"
36 TUCKEROO PLACE,REEDY CREEK,4227,QLD,AUSTRALIA,"{'longitude': 153.40413962, 'latitude': -28.10926357}"
"UNIT 21, 24 IMPERIAL PARADE",LABRADOR,4215,QLD,AUSTRALIA,"{'longitude': 153.40782919, 'latitude': -27.94474296}"
73 THOMPSON ROAD,BEERWAH,4519,QLD,AUSTRALIA,"{'longitude': 152.9549841, 'latitude': -26.82716319}"
22 POPPY STREET,UPPER COOMERA,4209,QLD,AUSTRALIA,"{'longitude': 153.2879641, 'latitude': -27.90162851}"
30 RIVER COVE PLACE,HELENSVALE,4212,QLD,AUSTRALIA,"{'longitude': 153.33162071, 'latitude': -27.87757461}"
97 AMARINA AVENUE,MOOLOOLABA,4557,QLD,AUSTRALIA,"{'longitude': 153.10725455, 'latitude': -26.68704775}"
32 LAUREN GROVE,UPPER COOMERA,4209,QLD,AUSTRALIA,"{'longitude': 153.29863381, 'latitude': -27.8818665}"
20 SOMERTON DRIVE,MAROOCHYDORE,4558,QLD,AUSTRALIA,"{'longitude': 153.07895262, 'latitude': -26.66173997}"
"UNIT 5, 16 VENICE STREET",MERMAID BEACH,4218,QLD,AUSTRALIA,"{'longitude': 153.43730915, 'latitude': -28.04542993}"
61 TWEED STREET,COOLANGATTA,4225,QLD,AUSTRALIA,"{'longitude': 153.53553415, 'latitude': -28.17079511}"
68 CAMBERWELL CIRCUIT,ROBINA,4226,QLD,AUSTRALIA,"{'longitude': 153.40081153, 'latitude': -28.05683539}"
51 KNIGHTSBRIDGE PARADE WEST,PARADISE POINT,4216,QLD,AUSTRALIA,"{'longitude': 153.40027096, 'latitude': -27.86909228}"
"UNIT 66, 3030 THE BOULEVARD",CARRARA,4211,QLD,AUSTRALIA,"{'longitude': 153.3741646, 'latitude': -28.01659275}"
"UNIT 4, 94 KING STREET",BUDERIM,4556,QLD,AUSTRALIA,"{'longitude': 153.06466875, 'latitude': -26.68302662}"
9 BEACH HAVEN PLACE,MOUNT COOLUM,4573,QLD,AUSTRALIA,"{'longitude': 153.09464812, 'latitude': -26.56600814}"
16 CRISTOBEL COURT,BROADBEACH WATERS,4218,QLD,AUSTRALIA,"{'longitude': 153.41682639, 'latitude': -28.02135979}"
"UNIT 2, 27 SAINT PAULS AVENUE",GOLDEN BEACH,4551,QLD,AUSTRALIA,"{'longitude': 153.11593347, 'latitude': -26.81870749}"
27 CURRANT STREET,ELANORA,4221,QLD,AUSTRALIA,"{'longitude': 153.45635033, 'latitude': -28.1237058}"
33 DEEP WATER CIRCUIT,PELICAN WATERS,4551,QLD,AUSTRALIA,"{'longitude': 153.10734852, 'latitude': -26.81695065}"
"UNIT 37, 57 GRAND PARADE",PARREARRA,4575,QLD,AUSTRALIA,"{'longitude': 153.12129881, 'latitude': -26.70569763}"
"UNIT 4, 51 GRAND PARADE",PARREARRA,4575,QLD,AUSTRALIA,"{'longitude': 153.12203629, 'latitude': -26.70694399}"
12 ABBEY RIDGE ROAD,REEDY CREEK,4227,QLD,AUSTRALIA,"{'longitude': 153.38944485, 'latitude': -28.12358156}"
8 CARRINGTON DRIVE,FLAXTON,4560,QLD,AUSTRALIA,"{'longitude': 152.87715074, 'latitude': -26.67090508}"
"VILLA 97, 1-33 GLENSIDE DRIVE",ROBINA,4226,QLD,AUSTRALIA,"{'longitude': 153.39415492, 'latitude': -28.06670749}"
10 TANUNDA DRIVE,HELENSVALE,4212,QLD,AUSTRALIA,"{'longitude': 153.32487558, 'latitude': -27.90127}"
"UNIT 1, 12 JASMINE AVENUE",HOLLYWELL,4216,QLD,AUSTRALIA,"{'longitude': 153.40156488, 'latitude': -27.89720143}"
108 WRIGLEY STREET,MAROOCHYDORE,4558,QLD,AUSTRALIA,"{'longitude': 153.09419639, 'latitude': -26.66557992}"
4 FIREFLY STREET,PELICAN WATERS,4551,QLD,AUSTRALIA,"{'longitude': 153.10458076, 'latitude': -26.83085912}"
33 FOREST RIDGE CIRCUIT,PEREGIAN SPRINGS,4573,QLD,AUSTRALIA,"{'longitude': 153.07353112, 'latitude': -26.4962876}"
10 THE MORES,NERANG,4211,QLD,AUSTRALIA,"{'longitude': 153.32872246, 'latitude': -28.00451977}"
32 MONAK ROAD,NORTH ARM,4561,QLD,AUSTRALIA,"{'longitude': 152.95158545, 'latitude': -26.5150592}"
43 PETREL CRESCENT,MOUNTAIN CREEK,4557,QLD,AUSTRALIA,"{'longitude': 153.10998705, 'latitude': -26.70261616}"
16 FITZROY COURT,PACIFIC PARADISE,4564,QLD,AUSTRALIA,"{'longitude': 153.07488901, 'latitude': -26.61418189}"
"UNIT 57, 4 PARK AVENUE",BURLEIGH HEADS,4220,QLD,AUSTRALIA,"{'longitude': 153.45092664, 'latitude': -28.09071484}"
8 SAN REMO BOULEVARD,BUNDALL,4217,QLD,AUSTRALIA,"{'longitude': 153.40274331, 'latitude': -28.02382447}"
80 PALMVIEW FOREST DRIVE,PALMVIEW,4553,QLD,AUSTRALIA,"{'longitude': 153.03824754, 'latitude': -26.75090596}"
"UNIT 7, 75 EDMUND STREET",KINGS BEACH,4551,QLD,AUSTRALIA,"{'longitude': 153.141779, 'latitude': -26.80185975}"
34 WOODLANDS CRESCENT,BUDERIM,4556,QLD,AUSTRALIA,"{'longitude': 153.0685423, 'latitude': -26.66666126}"
"UNIT 6, 66 KING STREET",BUDERIM,4556,QLD,AUSTRALIA,"{'longitude': 153.06139664, 'latitude': -26.68283215}"
"UNIT 1006, 2669 GOLD COAST HIGHWAY",BROADBEACH,4218,QLD,AUSTRALIA,"{'longitude': 153.43122814, 'latitude': -28.03184462}"
"UNIT 9, 131 MCAULEY PARADE",PACIFIC PINES,4211,QLD,AUSTRALIA,"{'longitude': 153.30695807, 'latitude': -27.93124731}"
120 DISCOVERY DRIVE,HELENSVALE,4212,QLD,AUSTRALIA,"{'longitude': 153.32684105, 'latitude': -27.9128289}"
409 ASHMORE ROAD,ASHMORE,4214,QLD,AUSTRALIA,"{'longitude': 153.37421492, 'latitude': -27.99748332}"
27 POINCIANA CRESCENT,BUNDALL,4217,QLD,AUSTRALIA,"{'longitude': 153.40211949, 'latitude': -27.99889746}"
7 TULIP LANE,BUDERIM,4556,QLD,AUSTRALIA,"{'longitude': 153.04188533, 'latitude': -26.68959084}"
45 IANDO STREET,COOMBABAH,4216,QLD,AUSTRALIA,"{'longitude': 153.37638488, 'latitude': -27.89544028}"
"UNIT 26, 4 BUDERIM AVENUE",ALEXANDRA HEADLAND,4572,QLD,AUSTRALIA,"{'longitude': 153.11373308, 'latitude': -26.67584162}"
6 CHALLENGER WAY,COOMERA,4209,QLD,AUSTRALIA,"{'longitude': 153.35768352, 'latitude': -27.84242563}"
25 HARLEY STREET,LABRADOR,4215,QLD,AUSTRALIA,"{'longitude': 153.39817318, 'latitude': -27.93779943}"
"UNIT 7, 36 BURNETT STREET",MOOLOOLABA,4557,QLD,AUSTRALIA,"{'longitude': 153.11919143, 'latitude': -26.68271139}"
2108 THE CIRCLE,HOPE ISLAND,4212,QLD,AUSTRALIA,"{'longitude': 153.37930222, 'latitude': -27.86067628}"
"UNIT 7, 435 CYPRESS TERRACE NORTH",PALM BEACH,4221,QLD,AUSTRALIA,"{'longitude': 153.46132773, 'latitude': -28.10379656}"
"UNIT 2303, 42 LAVER DRIVE",ROBINA,4226,QLD,AUSTRALIA,"{'longitude': 153.37818791, 'latitude': -28.07773854}"
33 GIDEON GARDENS,PIMPAMA,4209,QLD,AUSTRALIA,"{'longitude': 153.31575976, 'latitude': -27.83347451}"
35 LARA DRIVE,BUDERIM,4556,QLD,AUSTRALIA,"{'longitude': 153.06283191, 'latitude': -26.69401591}"
1047 ROSEBANK WAY,HOPE ISLAND,4212,QLD,AUSTRALIA,"{'longitude': 153.3498082, 'latitude': -27.86307547}"
2 OLD MALENY ROAD,LANDSBOROUGH,4550,QLD,AUSTRALIA,"{'longitude': 152.937064, 'latitude': -26.79344609}"
5 SAN MICHELE COURT,BROADBEACH WATERS,4218,QLD,AUSTRALIA,"{'longitude': 153.41507463, 'latitude': -28.0206692}"
"UNIT 2, 1227 GOLD COAST HIGHWAY",PALM BEACH,4221,QLD,AUSTRALIA,"{'longitude': 153.46844911, 'latitude': -28.11317294}"
27 TUENA STREET,MUDGEERABA,4213,QLD,AUSTRALIA,"{'longitude': 153.34512864, 'latitude': -28.08314375}"
39 TUENA STREET,MUDGEERABA,4213,QLD,AUSTRALIA,"{'longitude': 153.34487684, 'latitude': -28.08441399}"
7 SPRING COURT,NERANG,4211,QLD,AUSTRALIA,"{'longitude': 153.33618656, 'latitude': -28.00675499}"
14 REGENCY COURT,PEREGIAN SPRINGS,4573,QLD,AUSTRALIA,"{'longitude': 153.07449133, 'latitude': -26.49721499}"
12 TREE VIEW CRESCENT,LITTLE MOUNTAIN,4551,QLD,AUSTRALIA,"{'longitude': 153.09455252, 'latitude': -26.78256895}"
41 MARKERI STREET,MERMAID WATERS,4218,QLD,AUSTRALIA,"{'longitude': 153.43204889, 'latitude': -28.04868944}"
17 APPLE CRESCENT,CALOUNDRA WEST,4551,QLD,AUSTRALIA,"{'longitude': 153.08933277, 'latitude': -26.80522997}"
16 MALLEE CLOSE,CALOUNDRA WEST,4551,QLD,AUSTRALIA,"{'longitude': 153.11074567, 'latitude': -26.78642866}"
13 MARRANTIN COURT,CARRARA,4211,QLD,AUSTRALIA,"{'longitude': 153.35738534, 'latitude': -28.01950641}"
"UNIT 16, 7 CAMPBELL STREET",BUNDALL,4217,QLD,AUSTRALIA,"{'longitude': 153.40136898, 'latitude': -28.0266964}"
3 LAUNCH ROAD,MERMAID WATERS,4218,QLD,AUSTRALIA,"{'longitude': 153.42757598, 'latitude': -28.05926948}"
20 ADELAIDE CRESCENT,ORMEAU HILLS,4208,QLD,AUSTRALIA,"{'longitude': 153.25026857, 'latitude': -27.80138496}"
"UNIT 4907, 5 HARBOUR SIDE COURT",BIGGERA WATERS,4216,QLD,AUSTRALIA,"{'longitude': 153.3932443, 'latitude': -27.93154516}"
"UNIT 2, 29 TEAL AVENUE",PARADISE POINT,4216,QLD,AUSTRALIA,"{'longitude': 153.39411169, 'latitude': -27.88129861}"
19 ATTENBOROUGH CLOSE,BUDERIM,4556,QLD,AUSTRALIA,"{'longitude': 153.08007016, 'latitude': -26.6958586}"
"UNIT 6, 7 ESPLANADE WEST",PARADISE POINT,4216,QLD,AUSTRALIA,"{'longitude': 153.39577324, 'latitude': -27.8759906}"
"UNIT 16, 2 CONCORD CIRCUIT",ROBINA,4226,QLD,AUSTRALIA,"{'longitude': 153.39407929, 'latitude': -28.06116085}"
1 TAILSLIDE CRESCENT,BOKARINA,4575,QLD,AUSTRALIA,"{'longitude': 153.13028145, 'latitude': -26.74245423}"
6 CRANBOURNE COURT,ROBINA,4226,QLD,AUSTRALIA,"{'longitude': 153.39987015, 'latitude': -28.05655399}"
83 CUTTERS WAY,BLI BLI,4560,QLD,AUSTRALIA,"{'longitude': 153.03421195, 'latitude': -26.6265242}"
44 CUPANIA STREET,MUDJIMBA,4564,QLD,AUSTRALIA,"{'longitude': 153.09570786, 'latitude': -26.61640583}"
48 CITRON CRESCENT,HELENSVALE,4212,QLD,AUSTRALIA,"{'longitude': 153.34158631, 'latitude': -27.93679913}"
"UNIT 24, 92 GUINEAS CREEK ROAD",CURRUMBIN WATERS,4223,QLD,AUSTRALIA,"{'longitude': 153.46628446, 'latitude': -28.1410961}"
63 GUINEAS CREEK ROAD,ELANORA,4221,QLD,AUSTRALIA,"{'longitude': 153.46562691, 'latitude': -28.13749854}"
"UNIT 12, 21 MAHIA TERRACE",KINGS BEACH,4551,QLD,AUSTRALIA,"{'longitude': 153.13977018, 'latitude': -26.80358005}"
12 ALINJARRA DRIVE,TUGUN,4224,QLD,AUSTRALIA,"{'longitude': 153.48311805, 'latitude': -28.15129587}"
3 KOORALBYN COURT,NAMBOUR,4560,QLD,AUSTRALIA,"{'longitude': 152.95979589, 'latitude': -26.64170301}"
4 PITURI PLACE,ORMEAU,4208,QLD,AUSTRALIA,"{'longitude': 153.24046994, 'latitude': -27.76491182}"
11 SHARON CRESCENT,MOUNTAIN CREEK,4557,QLD,AUSTRALIA,"{'longitude': 153.10053505, 'latitude': -26.69228813}"
"UNIT 2, 36 COOINDA CRESCENT",MAROOCHYDORE,4558,QLD,AUSTRALIA,"{'longitude': 153.07820978, 'latitude': -26.65077203}"
25 PATONGA STREET,ASHMORE,4214,QLD,AUSTRALIA,"{'longitude': 153.37776054, 'latitude': -27.98393342}"
"UNIT 2, 30 BURLEIGH STREET",BURLEIGH HEADS,4220,QLD,AUSTRALIA,"{'longitude': 153.44674126, 'latitude': -28.08884721}"
4 ELOUERA CLOSE,LANDSBOROUGH,4550,QLD,AUSTRALIA,"{'longitude': 152.95676205, 'latitude': -26.80748837}"
26 HOCKING STREET,NAMBOUR,4560,QLD,AUSTRALIA,"{'longitude': 152.96497336, 'latitude': -26.62870961}"
124 COES CREEK ROAD,COES CREEK,4560,QLD,AUSTRALIA,"{'longitude': 152.94711721, 'latitude': -26.644618}"
"UNIT 1202, 9 MARKET LANE",MAROOCHYDORE,4558,QLD,AUSTRALIA,"{'longitude': 153.09126663, 'latitude': -26.65714223}"
"UNIT 1207, 33 T E PETERS DRIVE",BROADBEACH WATERS,4218,QLD,AUSTRALIA,"{'longitude': 153.42618123, 'latitude': -28.02671739}"
13 MACKENZIE DRIVE,MAROOCHYDORE,4558,QLD,AUSTRALIA,"{'longitude': 153.07533361, 'latitude': -26.66377555}"
14 WATTLEPARK LANE,ROBINA,4226,QLD,AUSTRALIA,"{'longitude': 153.39592174, 'latitude': -28.05901156}"
"UNIT 2307, 3 MAIN STREET",VARSITY LAKES,4227,QLD,AUSTRALIA,"{'longitude': 153.40802324, 'latitude': -28.07909521}"
"UNIT 377, 52 UNIVERSITY WAY",SIPPY DOWNS,4556,QLD,AUSTRALIA,"{'longitude': 153.0499636, 'latitude': -26.72221136}"
